1 0.0032210350036621094 61
2 0.002343893051147461 52
3 0.0022771358489990234 52
4 0.0012810230255126953 28
5 0.002254962921142578 49
6 0.00031495094299316406 8
7 0.00018286705017089844 4
8 0.00017404556274414062 4
9 0.00031304359436035156 7
10 0.0002090930938720703 5
11 0.00037407875061035156 9
12 0.0002570152282714844 6
13 0.00017881393432617188 5
14 0.00020694732666015625 5
15 0.0002579689025878906 6
16 0.003242015838623047 70
17 0.0020627975463867188 50
18 0.0034608840942382812 78
19 0.001522064208984375 34
20 0.00232696533203125 48
