1 0.010029077529907227 61
2 0.007821083068847656 52
3 0.014533042907714844 52
4 0.022764921188354492 28
5 0.006334066390991211 49
6 0.005217075347900391 3
7 0.00793313980102539 3
8 0.007272958755493164 2
9 0.05563807487487793 2
10 0.017138004302978516 2
11 0.007775068283081055 9
12 0.016229867935180664 3
13 0.03142595291137695 0
14 0.038188934326171875 4
15 0.010010004043579102 3
16 0.0508730411529541 2
17 0.05052685737609863 2
18 0.05254077911376953 2
19 0.013834953308105469 2
20 0.1466989517211914 2
